store,Product ID,Product Title,Brand,Unit,Quantity Per Case,State,City,District,Units_Sold,Unit_Price,Revenue,Cost,Profit,Customer_Rating,In_Stock,Date
Store #106,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Washington,Seattle,District B,32,3.89,124.48,79.36,45.12,4.4,True,2024-08-11
Store #105,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,New York,New York,District A,61,8.35,509.35,292.8,216.55,4.4,False,2024-06-22
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,94,5.41,508.54,342.16,166.38,4.8,True,2024-06-27
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,49,6.56,321.44,213.64,107.8,4.6,True,2024-04-11
Store #108,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Illinois,Chicago,District B,119,2.84,337.96,230.86,107.1,4.6,True,2024-10-15
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,43,19.87,854.41,530.19,324.22,4.6,True,2024-06-10
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,134,4.3,576.2,356.44,219.76,3.8,True,2024-06-29
Store #105,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,New York,New York,District A,28,4.04,113.12,70.84,42.28,4.4,True,2024-11-26
Store #101,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,Los Angeles,District A,53,2.74,145.22,90.1,55.12,4.0,False,2024-10-19
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,134,8.11,1086.74,604.34,482.4,4.6,True,2024-02-13
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,45,11.33,509.85,350.55,159.3,4.3,True,2024-11-08
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,90,4.3,387.0,218.7,168.3,4.6,True,2024-11-19
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,25,16.12,403.0,230.25,172.75,4.2,True,2024-06-19
Store #107,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Florida,Miami,District D,26,15.69,407.94,247.52,160.42,4.7,True,2024-10-31
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,113,3.99,450.87,249.73,201.14,4.2,True,2024-11-26
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,62,2.93,181.66,104.16,77.5,4.2,True,2024-04-08
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,14,11.68,163.52,111.44,52.08,4.5,True,2024-09-26
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,47,16.34,767.98,427.23,340.75,4.2,True,2024-04-02
Store #108,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Illinois,Chicago,District B,119,18.48,2199.12,1288.77,910.35,5.0,True,2024-05-25
Store #104,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Dallas,District C,117,7.96,931.32,551.07,380.25,4.3,True,2024-12-13
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,40,5.49,219.6,122.4,97.2,4.4,True,2024-11-05
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,36,8.31,299.16,198.72,100.44,4.1,True,2024-09-21
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,61,6.49,395.89,270.23,125.66,4.9,True,2024-02-16
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,65,11.36,738.4,415.35,323.05,4.1,True,2024-07-10
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,90,8.74,786.6,449.1,337.5,4.1,True,2024-11-28
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,119,8.59,1022.21,700.91,321.3,3.8,True,2024-08-28
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,140,11.4,1596.0,1064.0,532.0,4.1,True,2024-11-07
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,122,6.02,734.44,496.54,237.9,4.4,True,2024-11-23
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,41,18.59,762.19,419.43,342.76,4.2,True,2024-05-03
Store #103,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Austin,District C,26,20.04,521.04,314.86,206.18,4.9,True,2024-12-08
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,104,11.92,1239.68,689.52,550.16,4.3,True,2024-01-11
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,93,7.78,723.54,469.65,253.89,3.9,True,2024-02-04
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,95,16.06,1525.7,1025.05,500.65,4.0,True,2024-01-23
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,51,8.75,446.25,249.9,196.35,4.7,True,2024-09-02
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,56,5.49,307.44,183.68,123.76,4.2,True,2024-01-23
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,14,2.86,40.04,23.1,16.94,4.2,True,2024-05-09
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,99,6.45,638.55,389.07,249.48,4.3,True,2024-03-04
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,132,15.78,2082.96,1395.24,687.72,4.1,False,2024-09-11
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,51,4.01,204.51,122.4,82.11,3.9,True,2024-08-08
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,114,2.7,307.8,189.24,118.56,4.3,True,2024-11-04
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,75,19.25,1443.75,965.25,478.5,3.9,True,2024-08-10
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,45,8.35,375.75,214.65,161.1,4.5,True,2024-09-19
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,65,16.44,1068.6,646.75,421.85,4.3,True,2024-02-04
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,120,16.71,2005.2,1214.4,790.8,4.7,True,2024-12-13
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,85,8.11,689.35,404.6,284.75,3.9,True,2024-07-22
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,35,11.22,392.7,231.35,161.35,4.3,True,2024-07-17
Store #105,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,New York,New York,District A,56,8.17,457.52,310.24,147.28,4.3,True,2024-09-08
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,86,4.06,349.16,229.62,119.54,4.5,True,2024-12-15
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,49,16.46,806.54,505.19,301.35,3.9,True,2024-12-24
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,11,5.22,57.42,36.52,20.9,4.4,True,2024-09-09
Store #103,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Austin,District C,21,18.63,391.23,273.84,117.39,4.7,True,2024-02-14
Store #107,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Florida,Miami,District D,37,19.89,735.93,475.82,260.11,4.3,True,2024-02-07
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,51,16.42,837.42,476.85,360.57,4.4,True,2024-10-09
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,82,11.1,910.2,544.48,365.72,4.7,True,2024-03-19
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,69,6.29,434.01,300.84,133.17,4.1,True,2024-02-10
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,133,11.65,1549.45,989.52,559.93,4.5,True,2024-02-17
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,91,8.78,798.98,506.87,292.11,4.8,False,2024-11-05
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,72,20.29,1460.88,971.28,489.6,4.3,True,2024-10-22
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,79,20.27,1601.33,953.53,647.8,4.1,True,2024-10-06
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,23,6.61,152.03,87.17,64.86,4.3,True,2024-08-20
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,85,19.68,1672.8,1000.45,672.35,5.0,True,2024-03-14
Store #107,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Florida,Miami,District D,136,16.09,2188.24,1308.32,879.92,4.4,True,2024-07-08
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,17,15.65,266.05,161.67,104.38,4.5,True,2024-02-19
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,85,7.74,657.9,377.4,280.5,5.0,True,2024-10-22
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,28,2.91,81.48,50.96,30.52,5.0,True,2024-01-12
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,77,4.49,345.73,235.62,110.11,4.6,True,2024-01-26
Store #109,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Diego,District A,115,4.33,497.95,293.25,204.7,4.2,True,2024-02-25
Store #101,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,Los Angeles,District A,54,6.2,334.8,198.72,136.08,4.3,True,2024-01-27
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,35,6.25,218.75,123.55,95.2,4.2,True,2024-11-15
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,55,8.07,443.85,270.6,173.25,3.8,False,2024-03-14
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,121,2.69,325.49,222.64,102.85,4.0,True,2024-09-22
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,81,16.14,1307.34,818.91,488.43,4.4,True,2024-07-20
Store #110,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Houston,District C,9,6.4,57.6,37.53,20.07,5.0,True,2024-08-31
Store #101,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,Los Angeles,District A,72,19.88,1431.36,955.44,475.92,4.7,True,2024-08-30
Store #101,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,Los Angeles,District A,48,19.04,913.92,601.44,312.48,4.7,True,2024-09-02
Store #104,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Dallas,District C,33,4.35,143.55,88.44,55.11,4.3,True,2024-10-20
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,125,6.52,815.0,538.75,276.25,3.9,True,2024-09-13
Store #104,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Dallas,District C,127,11.52,1463.04,873.76,589.28,4.0,True,2024-06-15
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,72,11.62,836.64,484.56,352.08,4.1,True,2024-06-30
Store #104,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Dallas,District C,58,6.61,383.38,238.96,144.42,4.4,True,2024-05-27
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,102,6.75,688.5,419.22,269.28,4.2,True,2024-03-03
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,78,6.79,529.62,297.18,232.44,4.9,True,2024-01-22
Store #108,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Illinois,Chicago,District B,74,5.52,408.48,267.14,141.34,4.0,True,2024-04-13
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,17,5.38,91.46,57.63,33.83,4.6,False,2024-05-04
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,30,8.13,243.9,139.2,104.7,5.0,True,2024-08-29
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,126,6.28,791.28,458.64,332.64,5.0,True,2024-11-30
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,64,4.0,256.0,168.32,87.68,4.9,True,2024-11-29
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,14,6.6,92.4,56.28,36.12,4.4,True,2024-03-31
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,81,4.52,366.12,207.36,158.76,5.0,True,2024-01-05
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,39,11.89,463.71,287.43,176.28,4.0,False,2024-09-09
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,70,8.68,607.6,335.3,272.3,4.2,True,2024-08-22
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,108,16.51,1783.08,1118.88,664.2,3.9,True,2024-11-08
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,87,16.69,1452.03,800.4,651.63,4.3,True,2024-09-01
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,7,7.8,54.6,32.97,21.63,4.1,True,2024-06-03
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,108,6.61,713.88,491.4,222.48,4.9,True,2024-03-22
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,99,20.22,2001.78,1167.21,834.57,4.0,True,2024-05-31
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,125,8.2,1025.0,687.5,337.5,4.8,True,2024-07-31
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,119,4.0,476.0,287.98,188.02,4.9,False,2024-09-26
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,43,11.1,477.3,323.79,153.51,4.3,True,2024-04-13
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,135,2.77,373.95,209.25,164.7,4.0,True,2024-02-16
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,123,4.57,562.11,334.56,227.55,3.8,True,2024-10-13
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,23,8.1,186.3,112.01,74.29,3.9,True,2024-04-21
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,78,2.76,215.28,143.52,71.76,4.7,True,2024-01-17
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,119,8.29,986.51,677.11,309.4,4.3,True,2024-07-14
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,94,15.38,1445.72,1010.5,435.22,4.3,True,2024-11-30
Store #104,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Dallas,District C,81,4.47,362.07,238.14,123.93,4.3,True,2024-01-12
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,93,5.11,475.23,274.35,200.88,4.9,True,2024-08-23
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,9,19.47,175.23,98.19,77.04,4.5,True,2024-08-02
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,107,5.26,562.82,355.24,207.58,4.7,True,2024-01-23
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,64,11.85,758.4,500.48,257.92,4.2,True,2024-05-28
Store #106,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Washington,Seattle,District B,41,5.55,227.55,143.09,84.46,4.3,True,2024-06-03
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,114,19.1,2177.4,1212.96,964.44,4.2,True,2024-03-30
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,111,11.38,1263.18,751.47,511.71,4.0,True,2024-06-12
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,41,5.45,223.45,153.75,69.7,4.5,True,2024-06-02
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,104,11.19,1163.76,676.0,487.76,4.6,True,2024-03-09
Store #106,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Washington,Seattle,District B,53,3.81,201.93,122.43,79.5,4.5,False,2024-10-01
Store #102,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Francisco,District B,60,5.28,316.8,215.4,101.4,4.2,True,2024-10-27
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,35,5.42,189.7,125.65,64.05,4.9,True,2024-04-07
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,87,6.46,562.02,341.04,220.98,4.4,True,2024-05-02
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,132,7.96,1050.72,704.88,345.84,4.7,True,2024-09-19
Store #106,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Washington,Seattle,District B,85,5.24,445.4,282.2,163.2,4.1,True,2024-07-08
Store #105,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,New York,New York,District A,111,11.25,1248.75,723.72,525.03,4.1,True,2024-10-26
Store #104,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Dallas,District C,91,2.72,247.52,166.53,80.99,5.0,True,2024-10-08
Store #108,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Illinois,Chicago,District B,95,2.7,256.5,169.1,87.4,4.4,True,2024-03-27
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,139,19.06,2649.34,1793.1,856.24,4.9,True,2024-01-31
Store #101,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,Los Angeles,District A,64,6.02,385.28,220.8,164.48,4.1,True,2024-03-11
Store #101,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,Los Angeles,District A,128,19.29,2469.12,1364.48,1104.64,4.4,True,2024-11-22
Store #101,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,Los Angeles,District A,78,10.94,853.32,573.3,280.02,4.6,True,2024-05-20
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,139,3.85,535.15,309.97,225.18,4.4,True,2024-02-19
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,100,6.58,658.0,407.0,251.0,4.1,True,2024-02-10
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,13,19.18,249.34,151.32,98.02,4.5,False,2024-02-11
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,26,8.49,220.74,135.72,85.02,4.7,True,2024-03-28
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,63,11.16,703.08,478.17,224.91,4.9,True,2024-01-22
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,76,4.15,315.4,199.88,115.52,3.8,True,2024-12-16
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,41,4.6,188.6,123.82,64.78,4.3,False,2024-04-16
Store #103,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Austin,District C,104,19.33,2010.32,1268.8,741.52,4.3,True,2024-05-03
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,18,11.03,198.54,116.1,82.44,3.9,True,2024-06-26
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,88,18.1,1592.8,941.6,651.2,5.0,True,2024-07-22
Store #106,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Washington,Seattle,District B,115,11.13,1279.95,816.5,463.45,4.3,True,2024-07-11
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,26,5.17,134.42,81.64,52.78,4.7,True,2024-02-07
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,32,7.66,245.12,169.6,75.52,4.3,True,2024-07-03
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,52,15.88,825.76,523.12,302.64,4.4,False,2024-02-14
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,28,8.07,225.96,150.92,75.04,4.8,False,2024-10-10
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,67,6.34,424.78,244.55,180.23,4.3,True,2024-02-13
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,42,6.21,260.82,160.44,100.38,4.3,True,2024-09-09
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,68,8.17,555.56,346.8,208.76,4.5,True,2024-05-08
